student_id,study_hours_per_day,extracurricular_hours_per_day,sleep_hours_per_day,social_hours_per_day,physical_activity_hours_per_day,gpa,stress_level,stress_encoded
491,6.6,1.9,6.1,3.8,5.6,3.0,moderate,2
492,6.8,2.6,5.6,5.3,3.7,3.08,high,0
493,7.5,1.8,7.9,3.7,3.1,3.17,moderate,2
494,6.2,2.9,9.1,4.7,1.1,2.83,moderate,2
496,6.4,0.5,8.1,0.3,8.7,2.61,moderate,2
497,8.7,1.3,5.0,3.1,5.9,3.24,high,0
498,9.2,0.0,6.2,4.4,4.2,3.41,high,0
499,6.6,0.4,6.8,1.6,8.6,2.89,moderate,2
500,8.9,3.6,7.2,3.9,0.4,3.51,high,0
501,6.9,3.9,5.4,4.1,3.7,2.55,high,0
503,8.6,2.7,9.8,2.2,0.7,3.31,high,0
504,6.5,0.4,8.9,3.9,4.3,3.01,moderate,2
506,6.0,1.5,6.8,0.3,9.4,2.44,moderate,2
507,8.8,1.7,9.1,3.7,0.7,3.44,high,0
509,8.0,1.2,5.7,3.9,5.2,3.03,high,0
510,8.2,1.6,8.6,1.1,4.5,3.46,high,0
511,9.5,1.1,6.8,0.3,6.3,3.43,high,0
512,6.3,3.3,5.1,2.3,7.0,2.74,high,0
513,6.7,0.1,5.6,2.5,9.1,2.49,high,0
514,7.7,2.4,5.0,2.8,6.1,3.12,high,0
515,9.8,2.1,8.4,1.2,2.5,3.61,high,0
516,7.6,3.9,5.6,0.1,6.8,3.28,high,0
517,8.9,3.2,5.6,1.6,4.7,3.36,high,0
518,6.7,1.5,5.0,1.8,9.0,3.31,high,0
520,8.9,1.8,7.0,1.8,4.5,3.38,high,0
521,5.3,0.9,6.2,2.9,8.7,2.76,low,1
522,5.3,3.8,9.7,4.1,1.1,3.13,low,1
523,10.0,2.2,9.8,0.2,1.8,3.25,moderate,2
524,6.0,0.6,8.1,4.7,4.6,2.78,moderate,2
525,7.9,0.6,9.1,3.8,2.6,3.5,moderate,2
528,5.7,3.8,7.6,1.5,5.4,3.27,low,1
529,7.5,2.7,5.4,1.6,6.8,3.09,high,0
530,7.7,1.7,5.2,1.0,8.4,3.43,high,0
531,7.2,0.8,5.2,5.1,5.7,2.99,high,0
532,9.8,0.8,9.8,3.6,0.0,3.59,high,0
533,8.6,3.9,7.8,1.0,2.7,3.69,high,0
534,5.4,2.5,9.9,1.1,5.1,2.54,low,1
535,9.0,3.6,9.7,1.6,0.1,3.44,high,0
536,8.8,0.6,7.4,4.3,2.9,3.32,high,0
537,6.2,2.6,8.3,1.0,5.9,3.23,moderate,2
538,7.5,0.0,5.0,2.1,9.4,3.2,high,0
539,9.6,0.9,8.2,1.2,4.1,3.62,high,0
540,8.6,0.4,7.1,0.2,7.7,3.2,high,0
541,7.4,2.6,5.6,1.7,6.7,3.26,high,0
542,10.0,0.2,8.8,1.9,3.1,3.46,high,0
543,7.0,3.0,9.6,4.2,0.2,2.68,moderate,2
544,8.9,1.0,7.8,2.2,4.1,3.54,high,0
545,8.3,1.0,6.0,5.5,3.2,3.25,high,0
546,6.1,0.2,5.2,1.1,11.4,2.72,high,0
547,9.3,1.1,9.8,2.2,1.6,3.79,high,0
548,7.6,3.0,6.4,2.1,4.9,2.83,moderate,2
549,9.5,3.8,9.5,0.5,0.7,3.4,high,0
550,7.5,0.8,8.0,1.1,6.6,3.43,moderate,2
551,6.7,3.4,6.0,0.4,7.5,2.48,moderate,2
552,9.1,3.3,6.7,3.4,1.5,3.4,high,0
553,8.9,2.6,5.8,5.3,1.4,2.98,high,0
554,7.1,0.2,5.6,4.6,6.5,3.13,high,0
555,5.0,1.7,7.6,0.3,9.4,2.53,low,1
556,6.2,0.0,8.6,5.8,3.4,2.71,low,1
557,6.1,2.7,8.7,5.1,1.4,2.57,moderate,2
558,6.6,2.9,9.1,1.0,4.4,2.85,moderate,2
559,6.9,3.6,9.0,4.4,0.1,2.92,moderate,2
560,8.0,2.6,5.4,3.3,4.7,3.48,high,0
561,8.5,0.7,8.9,3.4,2.5,3.41,high,0
562,6.5,2.9,8.8,0.6,5.2,2.67,moderate,2
563,7.6,2.0,6.8,5.6,2.0,3.25,moderate,2
564,8.6,1.8,9.6,2.8,1.2,3.47,high,0
565,8.6,3.4,6.4,4.5,1.1,3.18,high,0
566,6.7,3.9,9.3,2.9,1.2,2.78,moderate,2
567,8.6,2.2,9.7,1.7,1.8,3.07,high,0
568,8.9,2.9,6.9,0.1,5.2,3.26,high,0
569,9.2,0.0,8.5,5.8,0.5,3.08,high,0
570,8.5,3.3,7.7,4.4,0.1,3.2,high,0
571,5.3,2.0,8.6,5.2,2.9,2.89,low,1
572,7.8,1.6,5.7,5.2,3.7,3.06,high,0
573,5.8,1.2,6.5,5.2,5.3,3.08,low,1
574,6.3,2.5,7.9,5.0,2.3,3.07,moderate,2
575,9.5,0.0,8.4,0.3,5.8,3.07,high,0
576,6.5,1.4,8.1,2.0,6.0,3.06,moderate,2
577,8.7,1.6,5.3,4.7,3.7,3.2,high,0
579,9.7,2.6,8.4,2.1,1.2,3.38,high,0
580,8.8,0.4,6.4,1.7,6.7,3.05,high,0
581,7.2,3.9,5.3,3.1,4.5,3.03,high,0
582,8.7,2.8,7.1,1.9,3.5,3.12,high,0
583,7.0,1.1,6.0,2.9,7.0,2.87,high,0
584,8.3,3.9,8.0,0.3,3.5,3.04,high,0
585,5.4,3.8,6.5,0.6,7.7,3.14,low,1
586,8.2,1.1,5.1,5.8,3.8,3.5,high,0
587,6.3,2.7,8.5,3.7,2.8,2.72,moderate,2
588,8.0,3.5,9.7,0.3,2.5,3.02,moderate,2
589,5.8,3.8,8.7,5.0,0.7,2.95,low,1
590,8.5,2.7,7.0,0.1,5.7,3.01,high,0
591,7.9,1.0,7.3,5.7,2.1,3.41,moderate,2
592,5.9,2.7,9.9,0.6,4.9,2.82,low,1
593,5.0,1.7,5.5,4.5,7.3,2.72,high,0
594,6.3,1.7,8.6,0.1,7.3,3.11,moderate,2
595,7.9,2.5,8.2,1.3,4.1,3.08,moderate,2
596,6.0,3.5,8.7,0.1,5.7,2.95,moderate,2
597,6.2,0.9,6.4,1.5,9.0,2.92,moderate,2
598,8.7,2.4,8.4,0.4,4.1,3.16,high,0
599,9.8,3.4,9.0,1.5,0.3,3.49,high,0
600,6.0,2.5,8.7,4.4,2.4,3.05,moderate,2
601,7.6,0.3,6.9,5.5,3.7,3.35,moderate,2
602,6.3,1.5,9.5,4.0,2.7,3.42,moderate,2
603,8.9,1.8,8.2,1.3,3.8,3.21,high,0
604,7.2,2.6,9.7,0.3,4.2,3.42,moderate,2
605,9.1,1.2,7.2,0.1,6.4,3.37,high,0
606,5.3,2.0,9.6,0.6,6.5,2.41,low,1
607,8.8,1.6,8.3,1.4,3.9,3.26,high,0
608,5.4,0.7,8.3,5.3,4.3,2.75,low,1
610,7.6,2.1,6.8,2.1,5.4,2.97,moderate,2
611,9.1,3.2,6.5,4.8,0.4,3.34,high,0
612,6.8,2.0,9.7,4.8,0.7,3.09,moderate,2
613,5.5,1.6,7.8,3.0,6.1,2.9,low,1
614,8.4,3.4,9.3,2.2,0.7,3.2,high,0
615,7.2,2.4,5.8,4.0,4.6,3.19,high,0
616,6.1,0.5,5.8,0.0,11.6,2.73,high,0
617,8.6,2.9,7.6,0.8,4.1,3.15,high,0
618,5.5,0.9,7.6,3.6,6.4,2.57,low,1
619,6.2,0.2,7.0,1.4,9.2,3.13,moderate,2
620,7.1,1.7,7.7,4.2,3.3,3.48,moderate,2
621,8.5,0.7,7.5,2.5,4.8,3.34,high,0
623,6.7,0.6,8.5,1.2,7.0,3.18,moderate,2
624,6.0,2.0,7.1,0.1,8.8,2.85,moderate,2
625,9.0,0.3,7.4,3.4,3.9,3.64,high,0
626,6.3,0.0,8.6,3.2,5.9,3.14,moderate,2
628,7.3,0.7,9.3,5.3,1.4,2.97,moderate,2
629,7.3,0.3,6.9,4.8,4.7,3.09,moderate,2
630,5.3,3.5,6.9,3.3,5.0,2.81,low,1
631,9.8,0.3,8.2,0.4,5.3,3.71,high,0
632,7.2,4.0,7.8,1.6,3.4,2.98,moderate,2
633,6.1,1.4,6.9,0.4,9.2,2.79,moderate,2
634,8.6,2.6,8.5,0.0,4.3,2.85,high,0
635,6.1,2.6,7.4,0.0,7.9,3.03,moderate,2
636,7.7,0.3,8.8,3.5,3.7,3.29,moderate,2
637,8.9,3.0,9.0,1.6,1.5,3.42,high,0
638,8.1,3.0,5.8,1.2,5.9,3.04,high,0
639,9.5,3.0,9.5,1.5,0.5,3.76,high,0
640,9.4,2.3,8.2,0.6,3.5,3.62,high,0
641,7.4,2.9,6.4,1.2,6.1,2.89,moderate,2
642,6.1,1.7,9.5,3.0,3.7,2.76,moderate,2
643,5.9,0.3,8.5,2.3,7.0,2.99,low,1
644,9.0,1.1,8.5,1.4,4.0,3.56,high,0
645,9.7,2.5,6.6,1.4,3.8,3.57,high,0
646,6.1,2.4,6.3,4.0,5.2,2.73,moderate,2
647,9.1,3.1,8.8,0.6,2.4,3.42,high,0
648,6.8,1.7,5.2,1.6,8.7,2.91,high,0
649,5.2,3.5,6.2,3.3,5.8,2.8,low,1
650,6.6,3.6,9.4,1.4,3.0,2.94,moderate,2
651,9.5,4.0,9.1,1.2,0.2,3.52,moderate,2
652,5.3,0.4,10.0,2.0,6.3,2.49,low,1
654,5.1,1.4,8.9,3.4,5.2,2.72,low,1
655,6.6,2.6,6.2,0.1,8.5,3.11,moderate,2
656,8.8,0.2,9.2,3.6,2.2,3.59,high,0
657,7.8,2.5,9.3,2.6,1.8,3.2,moderate,2
658,8.8,1.8,8.5,1.9,3.0,3.32,high,0
659,6.1,2.4,9.6,5.5,0.4,2.99,moderate,2
660,6.1,4.0,9.9,2.6,1.4,2.49,moderate,2
661,9.0,2.9,8.0,0.2,3.9,3.74,high,0
662,8.4,1.5,9.7,0.7,3.7,3.16,high,0
663,7.5,2.8,8.5,3.4,1.8,2.98,moderate,2
664,8.2,2.4,5.9,4.2,3.3,3.13,high,0
666,9.2,3.2,9.8,1.0,0.8,3.55,high,0
667,7.4,1.6,5.8,3.4,5.8,3.19,high,0
668,7.9,2.4,6.8,0.3,6.6,3.14,moderate,2
669,5.2,1.7,5.4,3.6,8.1,2.55,high,0
671,6.4,3.2,10.0,0.1,4.3,3.01,moderate,2
673,6.7,0.3,9.9,4.9,2.2,2.96,moderate,2
674,5.4,0.8,6.1,2.8,8.9,2.66,low,1
675,6.3,0.4,5.8,0.9,10.6,2.93,high,0
676,6.4,3.2,6.6,1.8,6.0,3.06,moderate,2
677,6.2,0.5,6.3,2.1,8.9,2.84,moderate,2
678,6.1,3.2,5.7,2.1,6.9,2.95,high,0
679,9.3,0.6,5.4,2.9,5.8,3.51,high,0
680,9.0,0.5,7.9,3.0,3.6,2.99,high,0
681,5.7,2.5,6.4,2.9,6.5,2.84,low,1
682,6.5,3.3,5.3,2.5,6.4,2.81,high,0
683,7.3,2.9,7.9,3.9,2.0,3.19,moderate,2
684,6.6,2.2,9.2,5.9,0.1,3.06,moderate,2
685,9.4,1.5,6.0,2.9,4.2,3.4,high,0
686,7.4,3.4,6.8,5.2,1.2,3.45,moderate,2
687,7.0,1.3,7.3,4.6,3.8,3.0,moderate,2
688,9.8,0.7,7.8,3.3,2.4,3.41,high,0
689,7.4,2.6,6.1,3.3,4.6,3.41,moderate,2
690,5.7,2.3,5.9,1.7,8.4,2.62,high,0
691,6.1,0.7,9.1,1.7,6.4,2.69,moderate,2
692,6.9,3.2,6.8,0.5,6.6,3.08,moderate,2
693,7.8,3.4,9.0,0.7,3.1,2.95,moderate,2
694,6.1,3.5,6.2,1.6,6.6,3.05,moderate,2
695,5.0,3.5,9.0,3.8,2.7,2.62,low,1
696,7.3,1.4,5.5,2.9,6.9,3.19,high,0
697,9.6,0.2,6.5,1.2,6.5,3.5,high,0
698,7.3,1.9,8.8,0.9,5.1,3.06,moderate,2
699,7.4,1.7,8.0,6.0,0.9,3.0,moderate,2
700,9.1,0.7,5.2,1.2,7.8,3.64,high,0
701,6.7,2.0,8.1,5.5,1.7,3.11,moderate,2
702,5.3,0.1,7.8,2.6,8.2,3.58,low,1
703,9.2,0.6,5.1,2.7,6.4,3.27,high,0
704,8.0,1.1,5.9,2.3,6.7,3.27,high,0
705,9.0,1.6,8.8,0.6,4.0,3.2,high,0
706,8.4,2.3,9.6,1.4,2.3,3.41,high,0
707,5.3,0.1,9.1,3.1,6.4,2.65,low,1
708,6.7,0.1,9.8,4.0,3.4,3.15,moderate,2
709,9.7,1.1,8.1,3.5,1.6,3.63,high,0
710,9.7,3.5,8.7,0.6,1.5,3.36,high,0
711,6.4,3.9,5.1,4.3,4.3,3.14,high,0
712,10.0,1.2,6.7,0.5,5.6,3.79,high,0
713,7.2,1.0,6.7,5.0,4.1,3.21,moderate,2
714,5.3,0.4,5.8,3.6,8.9,2.76,high,0
715,5.8,3.9,7.2,3.0,4.1,2.83,low,1
716,8.3,3.0,8.8,2.3,1.6,2.92,high,0
717,9.5,3.3,8.8,0.1,2.3,3.24,high,0
718,7.0,3.5,9.5,3.6,0.4,3.4,moderate,2
719,6.6,2.8,6.4,1.1,7.1,2.88,moderate,2
720,7.1,3.3,5.6,4.4,3.6,2.85,high,0
721,7.7,1.2,7.5,1.8,5.8,2.88,moderate,2
722,5.8,0.5,7.7,5.4,4.6,3.27,low,1
724,8.3,3.6,7.0,1.7,3.4,3.5,high,0
725,5.1,3.3,9.0,0.6,6.0,2.54,low,1
726,5.6,3.9,6.1,0.4,8.0,3.32,low,1
727,8.0,3.0,5.2,4.0,3.8,3.01,high,0
728,5.9,2.3,6.5,5.6,3.7,2.9,low,1
729,9.1,3.9,6.3,4.6,0.1,2.98,high,0
730,5.3,0.2,8.5,2.7,7.3,2.62,low,1
731,6.1,2.5,6.3,3.5,5.6,3.13,moderate,2
733,9.0,1.3,6.0,0.5,7.2,3.05,high,0
734,9.2,0.9,6.9,4.9,2.1,2.81,high,0
735,9.1,1.5,7.3,1.8,4.3,3.4,high,0
736,7.7,0.1,7.4,2.4,6.4,3.24,moderate,2
737,5.8,2.6,9.9,3.2,2.5,2.8,low,1
738,7.1,0.5,8.1,5.6,2.7,3.1,moderate,2
740,9.1,2.4,6.9,1.4,4.2,3.3,high,0
741,5.5,1.4,7.1,4.1,5.9,2.71,low,1
742,7.0,0.7,5.8,5.0,5.5,3.09,high,0
743,5.2,1.7,5.8,5.3,6.0,2.48,high,0
744,7.5,2.9,9.8,0.8,3.0,3.19,moderate,2
745,9.4,3.7,9.6,0.8,0.5,3.16,high,0
746,8.8,2.1,8.4,2.0,2.7,3.66,high,0
747,8.7,3.3,5.7,5.0,1.3,3.55,high,0
748,7.2,1.5,9.6,1.4,4.3,3.11,moderate,2
749,9.2,1.9,7.6,1.6,3.7,3.02,high,0
750,5.2,1.1,5.0,5.9,6.8,2.93,high,0
751,9.8,1.6,8.6,1.4,2.6,3.68,high,0
752,9.7,1.6,8.9,1.0,2.8,3.57,high,0
753,10.0,0.1,8.0,3.9,2.0,3.35,high,0
754,9.7,0.7,8.1,1.2,4.3,3.53,high,0
755,6.5,2.2,7.1,1.0,7.2,2.91,moderate,2
757,5.5,0.1,8.3,3.6,6.5,2.73,low,1
758,5.1,3.3,9.9,0.8,4.9,2.64,low,1
759,6.2,3.5,9.6,2.0,2.7,2.55,moderate,2
760,5.1,2.3,5.1,4.7,6.8,3.03,high,0
761,6.5,0.2,7.9,2.4,7.0,2.98,moderate,2
762,6.4,2.8,6.4,5.4,3.0,3.05,moderate,2
763,6.9,2.2,5.3,2.6,7.0,3.12,high,0
764,6.1,0.9,9.1,5.6,2.3,3.01,moderate,2
765,5.5,1.8,6.7,5.2,4.8,2.24,low,1
766,6.7,1.6,7.6,1.0,7.1,2.93,moderate,2
767,7.9,3.2,8.8,0.6,3.5,3.09,moderate,2
769,5.2,1.6,8.5,1.2,7.5,2.52,low,1
770,9.4,3.6,6.5,1.0,3.5,3.57,high,0
771,7.1,1.0,8.4,5.0,2.5,3.26,moderate,2
772,7.0,0.6,8.7,2.2,5.5,3.15,moderate,2
773,8.4,1.1,5.4,6.0,3.1,3.44,high,0
774,9.3,1.2,7.3,3.7,2.5,3.76,high,0
775,7.1,1.7,6.7,3.4,5.1,2.99,moderate,2
776,9.7,2.8,9.1,1.3,1.1,3.54,high,0
777,8.9,0.1,9.1,0.2,5.7,3.14,high,0
778,8.8,1.0,9.3,0.5,4.4,3.18,high,0
779,5.6,3.9,8.4,5.1,1.0,3.08,low,1
780,8.0,2.4,8.4,3.0,2.2,2.96,moderate,2
781,7.1,1.1,8.8,1.4,5.6,2.85,moderate,2
782,8.1,3.0,6.1,0.4,6.4,3.37,high,0
783,5.7,2.4,9.2,0.3,6.4,2.69,low,1
784,7.4,3.7,6.7,2.8,3.4,3.36,moderate,2
785,5.1,0.3,6.3,0.2,12.1,2.55,low,1
786,7.7,0.7,6.5,4.0,5.1,3.54,moderate,2
787,9.8,0.2,9.5,2.6,1.9,3.47,high,0
788,5.3,0.4,8.0,2.0,8.3,3.37,low,1
789,9.6,1.6,5.7,4.3,2.8,3.49,high,0
790,8.5,3.6,9.0,2.0,0.9,2.9,high,0
791,8.4,3.8,6.5,0.0,5.3,3.08,high,0
792,8.3,2.5,8.0,0.1,5.1,3.1,high,0
793,8.6,1.3,8.3,3.2,2.6,3.11,high,0
794,5.5,3.3,9.6,3.6,2.0,2.75,low,1
795,5.5,1.6,8.6,4.7,3.6,2.64,low,1
796,6.3,0.1,7.7,5.1,4.8,3.22,moderate,2
797,9.8,2.3,7.6,0.4,3.9,3.04,high,0
798,8.0,1.6,6.2,0.6,7.6,3.38,moderate,2
799,6.6,0.4,5.9,5.9,5.2,3.27,high,0
800,9.4,4.0,7.9,2.2,0.5,2.91,high,0
801,6.6,1.2,7.0,4.0,5.2,2.76,moderate,2
802,5.7,2.5,5.6,3.5,6.7,3.08,high,0
804,8.1,0.7,5.1,1.7,8.4,3.21,high,0
805,7.2,2.5,9.2,1.0,4.1,3.07,moderate,2
806,7.9,2.2,5.4,0.3,8.2,2.99,high,0
807,5.5,2.3,7.7,1.4,7.1,3.05,low,1
808,5.2,2.0,8.4,1.5,6.9,2.88,low,1
809,6.5,2.5,9.5,4.5,1.0,3.29,moderate,2
810,6.8,2.6,7.3,1.1,6.2,3.13,moderate,2
812,8.4,1.6,8.8,2.4,2.8,3.51,high,0
813,7.1,3.7,6.3,0.7,6.2,3.15,moderate,2
814,6.9,0.2,6.7,3.0,7.2,3.05,moderate,2
815,5.8,2.6,10.0,2.5,3.1,2.64,low,1
816,5.6,3.5,7.1,2.3,5.5,2.5,low,1
817,8.3,1.8,8.2,0.4,5.3,3.33,high,0
818,5.8,1.9,8.0,3.5,4.8,2.9,low,1
819,7.0,1.4,5.6,2.4,7.6,3.15,high,0
820,6.0,0.2,7.8,3.6,6.4,2.75,moderate,2
821,9.4,2.3,6.7,4.5,1.1,3.25,high,0
822,7.8,3.6,7.0,1.7,3.9,3.19,high,0
823,5.7,0.6,7.2,3.6,6.9,2.96,low,1
824,9.1,0.3,7.4,3.8,3.4,3.66,high,0
825,9.1,3.1,6.4,5.1,0.3,3.45,high,0
826,7.9,3.7,8.4,1.9,2.1,2.68,moderate,2
827,9.0,3.8,5.1,5.9,0.2,3.22,high,0
828,7.2,2.6,6.9,0.3,7.0,3.0,moderate,2
829,8.0,3.6,6.9,1.2,4.3,3.08,moderate,2
830,9.1,3.3,7.9,1.3,2.4,3.35,high,0
831,9.0,2.2,9.1,2.3,1.4,3.44,high,0
832,7.1,3.8,7.7,3.3,2.1,3.33,moderate,2
833,6.1,2.5,7.9,1.1,6.4,2.94,moderate,2
834,8.8,2.1,6.1,4.0,3.0,3.2,high,0
835,5.4,1.8,5.8,1.1,9.9,2.71,high,0
836,5.3,1.6,7.6,2.9,6.6,2.54,low,1
837,6.9,3.4,5.7,3.0,5.0,3.37,low,1
838,9.4,2.2,9.8,0.1,2.5,3.79,high,0
840,9.7,3.4,6.5,0.3,4.1,3.48,high,0
841,5.8,0.5,5.6,3.1,9.0,2.73,high,0
842,9.9,2.7,9.7,0.2,1.5,3.23,high,0
843,6.9,2.2,5.4,0.0,9.5,3.27,high,0
844,7.1,2.0,7.1,0.1,7.7,3.34,moderate,2
845,6.7,0.7,5.5,5.7,5.4,3.31,high,0
846,6.6,1.6,6.2,0.6,9.0,3.12,moderate,2
847,5.9,3.2,8.4,3.3,3.2,3.05,low,1
848,5.4,1.1,6.7,4.7,6.1,2.8,low,1
849,10.0,1.0,9.4,3.0,0.6,3.4,high,0
850,7.0,3.9,5.9,4.8,2.4,2.78,high,0
851,6.7,2.9,7.1,3.5,3.8,3.09,moderate,2
852,9.3,0.2,8.5,0.8,5.2,3.49,high,0
853,7.1,2.2,7.0,3.1,4.6,2.87,moderate,2
854,5.7,0.6,9.7,5.3,2.7,3.18,low,1
855,9.5,4.0,6.0,1.6,2.9,3.39,high,0
856,7.1,1.4,8.0,3.5,4.0,3.48,moderate,2
857,5.8,1.9,7.8,3.4,5.1,3.01,low,1
858,5.1,1.4,8.9,3.4,5.2,2.6,low,1
859,6.3,2.8,7.8,4.8,2.3,3.08,moderate,2
860,7.4,0.5,6.3,2.5,7.3,3.4,moderate,2
861,8.0,2.1,6.4,0.0,7.5,2.83,moderate,2
862,8.7,0.1,7.9,5.6,1.7,3.3,high,0
864,7.6,3.6,6.0,0.1,6.7,3.38,moderate,2
865,9.3,2.3,9.5,1.7,1.2,3.34,high,0
866,8.7,3.7,7.9,0.7,3.0,3.57,high,0
867,6.3,0.8,6.2,1.8,8.9,3.37,moderate,2
868,7.1,2.5,5.4,0.5,8.5,3.33,high,0
869,5.9,2.1,6.1,1.7,8.2,3.13,low,1
870,5.1,2.6,8.3,4.8,3.2,2.69,low,1
871,9.7,0.1,5.8,5.3,3.1,3.92,high,0
872,8.3,2.7,9.7,3.3,0.0,2.95,high,0
873,8.6,1.1,9.4,0.2,4.7,3.36,high,0
874,6.3,0.9,5.7,5.2,5.9,2.9,high,0
876,7.1,0.8,9.9,3.9,2.3,3.28,moderate,2
877,9.7,1.2,8.9,3.2,1.0,3.26,high,0
878,8.4,2.9,7.9,1.0,3.8,3.2,low,1
879,7.5,1.2,7.1,3.9,4.3,2.96,moderate,2
880,7.0,1.1,6.0,4.7,5.2,3.2,moderate,2
881,9.5,1.5,8.8,3.8,0.4,3.36,high,0
882,9.8,1.5,6.7,0.4,5.6,3.54,high,0
883,7.4,0.4,6.2,1.9,8.1,3.16,moderate,2
884,6.5,3.4,9.3,3.7,1.1,3.02,moderate,2
885,5.7,2.8,9.7,4.0,1.8,2.86,low,1
886,8.2,2.0,5.6,1.9,6.3,2.81,high,0
887,9.0,3.4,5.7,5.6,0.3,3.59,high,0
888,8.8,3.2,9.7,0.7,1.6,3.07,high,0
889,9.3,0.5,8.5,4.2,1.5,3.17,high,0
890,9.4,0.7,5.3,4.3,4.3,3.57,high,0
891,7.4,3.4,6.9,1.0,5.3,3.15,moderate,2
892,5.9,2.9,7.6,3.6,4.0,3.13,low,1
893,7.3,3.3,9.1,3.1,1.2,3.34,moderate,2
894,6.8,3.5,8.6,0.6,4.5,3.23,moderate,2
895,7.0,3.5,5.2,5.8,2.5,3.26,high,0
896,6.4,1.0,9.7,1.8,5.1,3.25,moderate,2
897,8.9,1.6,5.7,0.1,7.7,3.42,high,0
898,6.8,1.4,6.7,3.1,6.0,3.03,moderate,2
899,7.2,3.5,7.5,2.9,2.9,3.04,moderate,2
900,8.3,2.4,7.1,2.5,3.7,3.22,high,0
901,8.9,0.8,9.1,3.4,1.8,3.1,high,0
902,6.3,3.0,7.6,1.9,5.2,2.48,moderate,2
903,8.0,4.0,7.2,4.4,0.4,3.11,moderate,2
904,6.0,1.7,6.1,0.0,10.2,2.87,moderate,2
905,9.6,3.4,8.7,0.4,1.9,3.5,moderate,2
906,7.2,0.5,7.6,2.1,6.6,3.11,moderate,2
907,6.9,2.5,8.6,0.7,5.3,3.29,moderate,2
908,6.7,1.8,8.4,3.1,4.0,2.92,moderate,2
909,9.3,3.5,5.0,4.7,1.5,3.45,high,0
910,7.4,3.9,8.8,1.0,2.9,3.11,moderate,2
911,7.7,4.0,9.3,0.3,2.7,2.96,moderate,2
912,5.0,1.6,6.2,4.9,6.3,3.01,low,1
913,6.7,3.3,5.0,1.8,7.2,2.85,high,0
915,7.1,1.5,9.4,5.4,0.6,2.65,moderate,2
916,5.5,3.8,5.3,1.8,7.6,2.81,high,0
917,6.5,1.3,5.8,4.7,5.7,3.04,high,0
918,5.6,0.3,9.5,1.1,7.5,2.66,low,1
919,9.1,2.2,5.4,5.7,1.6,3.48,high,0
920,5.8,3.4,5.1,3.1,6.6,2.79,high,0
921,8.8,3.7,9.5,1.6,0.4,3.29,high,0
922,6.4,1.2,6.9,2.4,7.1,3.0,moderate,2
923,7.7,0.6,8.5,1.0,6.2,3.16,moderate,2
924,9.0,3.0,8.2,0.6,3.2,2.96,high,0
925,7.7,0.3,6.9,2.5,6.6,3.08,moderate,2
926,5.9,1.6,9.7,0.8,6.0,2.86,low,1
927,8.8,0.4,9.9,1.9,3.0,3.19,high,0
928,8.1,0.8,5.7,5.6,3.8,3.45,high,0
929,9.6,3.5,8.1,2.3,0.5,3.4,high,0
930,6.6,2.5,6.8,0.9,7.2,2.88,moderate,2
931,8.0,3.3,6.9,0.8,5.0,3.08,moderate,2
932,6.5,2.6,8.0,4.2,2.7,2.83,moderate,2
933,6.8,3.3,6.0,2.8,5.1,2.92,moderate,2
934,5.5,3.5,6.7,4.1,4.2,2.92,low,1
935,5.1,2.8,6.6,0.3,9.2,2.49,low,1
936,6.9,0.3,5.7,1.8,9.3,3.15,high,0
937,5.4,3.6,5.0,2.9,7.1,2.74,high,0
938,9.6,0.6,9.8,0.8,3.2,3.29,high,0
939,8.7,2.2,9.4,2.0,1.7,3.03,high,0
940,5.8,3.7,6.6,2.2,5.7,2.9,low,1
941,8.8,1.4,9.8,3.0,1.0,3.51,high,0
942,5.2,1.0,7.3,1.4,9.1,2.83,low,1
943,8.7,3.7,7.1,1.5,3.0,3.29,high,0
944,7.4,1.4,9.5,3.2,2.5,3.22,moderate,2
945,8.8,3.2,6.7,2.3,3.0,3.24,low,1
947,9.0,3.4,7.0,0.2,4.4,3.68,high,0
948,7.3,3.0,6.8,3.8,3.1,2.91,moderate,2
949,5.9,3.0,7.7,1.2,6.2,3.09,low,1
951,9.8,1.7,7.4,4.6,0.5,3.84,high,0
952,6.3,1.8,5.6,1.2,9.1,2.99,high,0
953,5.0,0.2,9.9,1.5,7.4,2.94,low,1
954,7.8,0.6,8.6,3.6,3.4,3.26,moderate,2
955,8.7,3.1,9.9,1.3,1.0,3.55,high,0
957,9.1,2.4,7.0,2.6,2.9,3.28,high,0
958,9.3,0.4,8.9,4.6,0.8,3.58,high,0
959,5.9,1.7,5.8,4.2,6.4,3.32,high,0
960,6.0,0.8,5.2,1.9,10.1,3.01,high,0
961,7.8,3.4,8.3,2.0,2.5,3.18,moderate,2
962,6.3,0.2,8.6,0.7,8.2,3.1,moderate,2
963,6.5,2.1,7.8,3.6,4.0,2.9,moderate,2
964,8.1,3.9,8.6,3.1,0.3,2.99,high,0
965,8.8,2.4,6.0,4.0,2.8,3.59,high,0
966,7.4,2.1,6.7,3.1,4.7,3.44,moderate,2
967,6.0,3.2,5.9,0.5,8.4,3.28,high,0
968,7.2,1.1,7.8,2.1,5.8,2.93,moderate,2
969,9.7,3.7,7.5,1.0,2.1,3.04,high,0
970,9.6,0.0,7.8,4.4,2.2,3.38,high,0
971,7.4,0.3,9.9,3.1,3.3,2.84,moderate,2
972,7.4,1.7,5.4,0.6,8.9,3.23,high,0
